row,input_address,street_address,format,is_new,province_name,province_full_name,province_id,province_code,district_name,district_full_name,district_id,district_code,ward_name,ward_full_name,ward_id,ward_code
105,"Ấp An Thuận, Hòa Bình, Chợ Mới, An Giang",Ấp An Thuận,old,False,An Giang,Tỉnh An Giang,89,89,Chợ Mới,Huyện Chợ Mới,893,893,Xã Hoà Bình,Xã Hoà Bình,30676,30676
106,"Ấp Đông Sơn 1, Thị trấn Núi Sập, Thoại Sơn, An Giang",Ấp Đông Sơn 1,old,False,An Giang,Tỉnh An Giang,89,89,Thoại Sơn,Huyện Thoại Sơn,894,894,Thị trấn Núi Sập,Thị trấn Núi Sập,30682,30682
107,"Tổ 15, Mỹ Lương, Thị trấn Phú Mỹ, Phú Tân, An Giang",Tổ 15 Mỹ Lương,old,False,An Giang,Tỉnh An Giang,89,89,Phú Tân,Huyện Phú Tân,888,888,Thị trấn Phú Mỹ,Thị trấn Phú Mỹ,30406,30406
108,"81 Khóm 6, Mỹ Long, Long Xuyên, An Giang",81 Khóm 6,old,False,An Giang,Tỉnh An Giang,89,89,Long Xuyên,Thành phố Long Xuyên,883,883,Phường Mỹ Long,Phường Mỹ Long,30283,30283
109,"Ấp Bình An, Bình Phú, Châu Phú, An Giang",Ấp Bình An,old,False,An Giang,Tỉnh An Giang,89,89,Châu Phú,Huyện Châu Phú,889,889,Xã Bình Phú,Xã Bình Phú,30496,30496
110,"Khóm Long Thị A, Long Hưng, Tân Châu, An Giang",Khóm Long Thị A,old,False,An Giang,Tỉnh An Giang,89,89,Tân Châu,Thị xã Tân Châu,887,887,Phường Long Hưng,Phường Long Hưng,30377,30377
111,"Khóm 2 Thị trấn Tri Tôn, Tri Tôn, An Giang",Khóm 2,new,True,An Giang,Tỉnh An Giang,91,91,,,,,Tri Tôn,Xã Tri Tôn,30544,30544
112,"Thôn 1, Hòa Khánh, Tp. Buôn Ma Thuột, Đắk Lắk",Thôn 1,old,False,Đắk Lắk,Tỉnh Đắk Lắk,66,66,Buôn Ma Thuột,Thành phố Buôn Ma Thuột,643,643,Xã Hoà Khánh,Xã Hoà Khánh,24175,24175
113,"KP Phước Hòa, Phước Bửu, Xuyên Mộc, Bà Rịa - Vũng Tàu",KP Phước Hòa,old,False,Bà Rịa - Vũng Tàu,Tỉnh Bà Rịa - Vũng Tàu,77,77,Xuyên Mộc,Huyện Xuyên Mộc,751,751,Thị trấn Phước Bửu,Thị trấn Phước Bửu,26620,26620
114,"Thôn Tân Giản, Phước Hòa, Tuy Phước, Bình Định",Thôn Tân Giản,old,False,Bình Định,Tỉnh Bình Định,52,52,Tuy Phước,Huyện Tuy Phước,550,550,Xã Phước Hoà,Xã Phước Hoà,21967,21967
115,"An Khương Thị trấn Ngô Mây, Phù Cát, Bình Định",An Khương,old,False,Bình Định,Tỉnh Bình Định,52,52,Phù Cát,Huyện Phù Cát,548,548,Thị trấn Ngô Mây,Thị trấn Ngô Mây,21853,21853
116,"228 Trần Phú, Thành Công, Buôn Ma Thuột, Đắk Lắk",228 Trần Phú,old,False,Đắk Lắk,Tỉnh Đắk Lắk,66,66,Buôn Ma Thuột,Thành phố Buôn Ma Thuột,643,643,Phường Thành Công,Phường Thành Công,24133,24133
117,"Tổ Dân Phố 4, Tân Thành, TP Buôn Ma Thuột, Đắk Lắk",Tổ Dân Phố 4,old,False,Đắk Lắk,Tỉnh Đắk Lắk,66,66,Buôn Ma Thuột,Thành phố Buôn Ma Thuột,643,643,Phường Tân Thành,Phường Tân Thành,24142,24142
118,"77 Y Jút, Thống Nhất, TP. Buôn Ma Thuột, Đắk Lắk",77 Y Jút,old,False,Đắk Lắk,Tỉnh Đắk Lắk,66,66,Buôn Ma Thuột,Thành phố Buôn Ma Thuột,643,643,Phường Thống Nhất,Phường Thống Nhất,24127,24127
119,"Tổ Dân Phố 6 Ea Tam, Thành phố Buôn Ma Thuột, Đắk Lắk",Tổ Dân Phố 6,old,False,Đắk Lắk,Tỉnh Đắk Lắk,66,66,Buôn Ma Thuột,Thành phố Buôn Ma Thuột,643,643,Phường Ea Tam,Phường Ea Tam,24151,24151
120,"Tổ Dân Phố 6, Krông Kmar, Krông Bông, Đắk Lắk",Tổ Dân Phố 6,old,False,Đắk Lắk,Tỉnh Đắk Lắk,66,66,Krông Bông,Huyện Krông Bông,653,653,Thị trấn Krông Kmar,Thị trấn Krông Kmar,24448,24448
121,"Thôn 13, Vu Bồn, Krông Pắc, Đắk Lắk",Thôn 13,old,False,Đắk Lắk,Tỉnh Đắk Lắk,66,66,Krông Pắc,Huyện Krông Pắc,654,654,Xã Vụ Bổn,Xã Vụ Bổn,24529,24529
122,"Tổ 2, Khu Phố 3, Phường An Thới, TP. Phú Quốc, Kiên Giang",Tổ 2 Khu Phố 3,old,False,Kiên Giang,Tỉnh Kiên Giang,91,91,Phú Quốc,Thành phố Phú Quốc,911,911,Phường An Thới,Phường An Thới,31081,31081
123,"Thôn Phong Hậu, Hòa Hội, Phú Hòa, Phú Yên",Thôn Phong Hậu,old,False,Phú Yên,Tỉnh Phú Yên,54,54,Phú Hoà,Huyện Phú Hoà,563,563,Xã Hoà Hội,Xã Hoà Hội,22309,22309
124,"Tổ 7, Khu Phố 5, P. An Thới, Thành phố Phú Quốc, Kiên Giang",Tổ 7 Khu Phố 5,old,False,Kiên Giang,Tỉnh Kiên Giang,91,91,Phú Quốc,Thành phố Phú Quốc,911,911,Phường An Thới,Phường An Thới,31081,31081
125,"Thôn Phong Hậu, Hòa Hội, Phú Hòa, Phú Yên",Thôn Phong Hậu,old,False,Phú Yên,Tỉnh Phú Yên,54,54,Phú Hoà,Huyện Phú Hoà,563,563,Xã Hoà Hội,Xã Hoà Hội,22309,22309
126,"Thôn 3 Hoàn Lão, Bố Trạch, Quảng Bình",Thôn 3,old,False,Quảng Bình,Tỉnh Quảng Bình,44,44,Bố Trạch,Huyện Bố Trạch,455,455,Thị trấn Hoàn Lão,Thị trấn Hoàn Lão,19111,19111
127,"Tân Phong, Tân Biên, Tây Ninh, Áp Xóm Tháp",Tân Phong Áp Xóm Tháp,new,True,Tây Ninh,Tỉnh Tây Ninh,80,80,,,,,Xã Tân Biên,Xã Tân Biên,25486,25486
128,"Ấp Nam Bến Sỏi, Thành Long, Châu Thành, Tây Ninh",Ấp Nam Bến Sỏi,old,False,Tây Ninh,Tỉnh Tây Ninh,72,72,Châu Thành,Huyện Châu Thành,708,708,Xã Thành Long,Xã Thành Long,25621,25621
129,"Ấp Phước Đức B, Phước Đông, Gò Dầu, Tây Ninh",Ấp Phước Đức B,old,False,Tây Ninh,Tỉnh Tây Ninh,72,72,Gò Dầu,Huyện Gò Dầu,710,710,Xã Phước Đông,Xã Phước Đông,25672,25672
130,"Tam Hạp, Thái Bình, Châu Thành, Tây Ninh",Tam Hạp,old,False,Tây Ninh,Tỉnh Tây Ninh,72,72,Châu Thành,Huyện Châu Thành,708,708,Xã Thái Bình,Xã Thái Bình,25597,25597
131,"Vịnh An Cơ, Châu Thành, Tây Ninh",Vịnh,old,False,Tây Ninh,Tỉnh Tây Ninh,72,72,Châu Thành,Huyện Châu Thành,708,708,An Cơ,Xã An Cơ,25600,25600
132,"T3, Phước Tân 3 Phan, Dương Minh Châu, Tây Ninh",T3 Phước Tân 3 Phan,old,False,Tây Ninh,Tỉnh Tây Ninh,72,72,Dương Minh Châu,Huyện Dương Minh Châu,707,707,Xã Phan,Xã Phan,25558,25558
133,"Khu Phố Gia Tân, P. Gia Lộc, Thị xã Trảng Bàng, Tây Ninh",Khu Phố Gia Tân,old,False,Tây Ninh,Tỉnh Tây Ninh,72,72,Trảng Bàng,Thị xã Trảng Bàng,712,712,Phường Gia Lộc,Phường Gia Lộc,25720,25720
134,"Áp Voi, An Thạnh, Bến Cầu, Tây Ninh",Áp Voi,old,False,Tây Ninh,Tỉnh Tây Ninh,72,72,Bến Cầu,Huyện Bến Cầu,711,711,Xã An Thạnh,Xã An Thạnh,25705,25705
135,"51/13/3.Đ Số 18B, Bình Hưng Hòa A, Bình Tân, TP. Hồ Chí Minh",51/13/3 Đ Số 18B,old,False,Hồ Chí Minh,Thành phố Hồ Chí Minh,79,79,Bình Tân,Quận Bình Tân,777,777,Phường Bình Hưng Hoà A,Phường Bình Hưng Hoà A,27439,27439
136,"62 Trịnh Hoài Đức, Phường 2, Thành phố Mỹ Tho, Tiền Giang",62 Trịnh Hoài Đức,old,False,Tiền Giang,Tỉnh Tiền Giang,82,82,Mỹ Tho,Thành phố Mỹ Tho,815,815,Phường 2,Phường 2,28264,28264
137,"Ấp Mỹ Thị B, Mỹ Trung, Cái Bè, Tiền Giang",Ấp Mỹ Thị B,old,False,Tiền Giang,Tỉnh Tiền Giang,82,82,Cái Bè,Huyện Cái Bè,819,819,Xã Mỹ Trung,Xã Mỹ Trung,28369,28369
138,"Ấp Hậu Hoa, Hậu Thành, Cái Bè, Tiền Giang",Ấp Hậu Hoa,old,False,Tiền Giang,Tỉnh Tiền Giang,82,82,Cái Bè,Huyện Cái Bè,819,819,Xã Hậu Thành,Xã Hậu Thành,28393,28393
139,"Ấp Mỹ Hưng C, Mỹ Đức Đông, Cái Bè, Tiền Giang",Ấp Mỹ Hưng C,old,False,Tiền Giang,Tỉnh Tiền Giang,82,82,Cái Bè,Huyện Cái Bè,819,819,Xã Mỹ Đức Đông,Xã Mỹ Đức Đông,28405,28405
140,"Tổ 14, Thị trấn Lộc Thắng, Bảo Lâm, Lâm Đồng",Tổ 14,old,False,Lâm Đồng,Tỉnh Lâm Đồng,68,68,Bảo Lâm,Huyện Bảo Lâm,680,680,Thị trấn Lộc Thắng,Thị trấn Lộc Thắng,25054,25054
141,"Thôn Hàng Làng Gung Ré, Di Linh, Lâm Đồng",Thôn Hàng Làng,old,False,Lâm Đồng,Tỉnh Lâm Đồng,68,68,Di Linh,Huyện Di Linh,679,679,Xã Gung Ré,Xã Gung Ré,25030,25030
142,"Ấp Thân Hòa, Thân Cửu Nghĩa, Châu Thành, Tiền Giang",Ấp Thân Hòa,old,False,Tiền Giang,Tỉnh Tiền Giang,82,82,Châu Thành,Huyện Châu Thành,821,821,Xã Thân Cửu Nghĩa,Xã Thân Cửu Nghĩa,28534,28534
143,"94, Đường 30/4, KP2, Phường 1, TX. Cai Lậy, Tiền Giang",94 Đường 30/4 KP2,old,False,Tiền Giang,Tỉnh Tiền Giang,82,82,Cai Lậy,Thị xã Cai Lậy,817,817,Phường 1,Phường 1,28435,28435
144,"Hẻm 2/9A, TDP 2, TT. Di Linh, Di Linh, Lâm Đồng",Hẻm 2/9A TDP 2,old,False,Lâm Đồng,Tỉnh Lâm Đồng,68,68,Di Linh,Huyện Di Linh,679,679,Thị trấn Di Linh,Thị trấn Di Linh,25000,25000
145,"Ấp 5, Bình Đức, Bến Lức, Long An",Ấp 5,old,False,Long An,Tỉnh Long An,80,80,Bến Lức,Huyện Bến Lức,803,803,Xã Bình Đức,Xã Bình Đức,28015,28015
146,"Dục Nội, Việt Hùng, Đông Anh, Hà Nội",Dục Nội,old,False,Hà Nội,Thành phố Hà Nội,01,01,Đông Anh,Huyện Đông Anh,017,017,Phường Việt Hưng,Phường Việt Hưng,00127,00127
147,"Xuân Thượng, Đạ Pal, Đạ Tẻh, Lâm Đồng",Xuân Thượng,old,False,Lâm Đồng,Tỉnh Lâm Đồng,68,68,Đạ Huoai,Huyện Đạ Huoai,682,682,Xã Đạ Pal,Xã Đạ Pal,25156,25156
148,"48A Khương Trung, Khương Trung, Thanh Xuân, Hà Nội",48A Khương Trung,old,False,Hà Nội,Thành phố Hà Nội,01,01,Thanh Xuân,Quận Thanh Xuân,009,009,Phường Khương Trung,Phường Khương Trung,00349,00349
149,"Tân Mỹ, Thụy Hương, Chương Mỹ, Hà Nội",Tân Mỹ,old,False,Hà Nội,Thành phố Hà Nội,01,01,Chương Mỹ,Huyện Chương Mỹ,277,277,Xã Thuỵ Hương,Xã Thuỵ Hương,10057,10057
150,"đội 3, tê tiêu, Thị trấn Đại Nghĩa, Mỹ Đức, Hà Nội",đội 3 tê tiêu,old,False,Hà Nội,Thành phố Hà Nội,01,01,Mỹ Đức,Huyện Mỹ Đức,282,282,Thị trấn Đại Nghĩa,Thị trấn Đại Nghĩa,10441,10441
151,"Đội 3, Thắng Đầu, Hòa Thạch, Quốc Oai, Hà Nội",Đội 3 Thắng Đầu,old,False,Hà Nội,Thành phố Hà Nội,01,01,Quốc Oai,Huyện Quốc Oai,275,275,Xã Hoà Thạch,Xã Hoà Thạch,09949,09949
152,"Thôn Đồn Vận, Liên Sơn, Lương Sơn, Hòa Bình",Thôn Đồn Vận,old,False,Hoà Bình,Tỉnh Hoà Bình,17,17,Lương Sơn,Huyện Lương Sơn,152,152,Xã Liên Sơn,Xã Liên Sơn,04969,04969
153,"Xóm Ngang, Thôn 1, Cộng Hòa, Quốc Oai, Hà Nội",Xóm Ngang Thôn 1,old,False,Hà Nội,Thành phố Hà Nội,01,01,Quốc Oai,Huyện Quốc Oai,275,275,Xã Cộng Hoà,Xã Cộng Hoà,09931,09931
154,"Xóm Thượng, Cổ Loa, Đông Anh, Hà Nội",Xóm Thượng,old,False,Hà Nội,Thành phố Hà Nội,01,01,Đông Anh,Huyện Đông Anh,017,017,Xã Cổ Loa,Xã Cổ Loa,00505,00505
155,"Phú Mỹ Trần Phú, Chương Mỹ, Hà Nội",Phú Mỹ,old,False,Hà Nội,Thành phố Hà Nội,01,01,Chương Mỹ,Huyện Chương Mỹ,277,277,Xã Trần Phú,Xã Trần Phú,10099,10099
156,"Thôn Việt An, Tân Tiến, Chương Mỹ, Hà Nội",Thôn Việt An,old,False,Hà Nội,Thành phố Hà Nội,01,01,Chương Mỹ,Huyện Chương Mỹ,277,277,Xã Tân Tiến,Xã Tân Tiến,10066,10066
157,"Thôn Hồng Phong, An Tràng, Quỳnh Phụ, Thái Bình",Thôn Hồng Phong,old,False,Thái Bình,Tỉnh Thái Bình,34,34,Quỳnh Phụ,Huyện Quỳnh Phụ,338,338,Xã An Tràng,Xã An Tràng,12580,12580
158,"Tập Thể HVCTQS, Tổ 57 Cụm 9 Phú Thượng, Tây Hồ, Hà Nội",Tập Thể HVCTQS Tổ 57 Cụm 9,old,False,Hà Nội,Thành phố Hà Nội,01,01,Tây Hồ,Quận Tây Hồ,003,003,Phường Phú Thượng,Phường Phú Thượng,00091,00091
159,"Đồng Viên, Phù Đổng, Gia Lâm, Hà Nội",Đồng Viên,old,False,Hà Nội,Thành phố Hà Nội,01,01,Gia Lâm,Huyện Gia Lâm,018,018,Xã Phù Đổng,Xã Phù Đổng,00544,00544
160,"Xóm Trong Uy Nỗ, Đông Anh, Hà Nội",Xóm Trong,old,False,Hà Nội,Thành phố Hà Nội,01,01,Đông Anh,Huyện Đông Anh,017,017,Xã Uy Nỗ,Xã Uy Nỗ,00478,00478
161,"Phố 1A, Yên Ninh, Yên Khánh, Ninh Bình",Phố 1A,old,False,Ninh Bình,Tỉnh Ninh Bình,37,37,Yên Khánh,Huyện Yên Khánh,375,375,Thị trấn Yên Ninh,Thị trấn Yên Ninh,14560,14560
162,"Tổ 5, Mai Động, Hoàng Mai, Hà Nội",Tổ 5,old,False,Hà Nội,Thành phố Hà Nội,01,01,Hoàng Mai,Quận Hoàng Mai,008,008,Phường Mai Động,Phường Mai Động,00310,00310
163,"Phù Đổng 1, Phù Đổng, Gia Lâm, Hà Nội",Phù Đổng 1,old,False,Hà Nội,Thành phố Hà Nội,01,01,Gia Lâm,Huyện Gia Lâm,018,018,Xã Phù Đổng,Xã Phù Đổng,00544,00544
164,"Thôn 7, Trung Châu, Đan Phượng, Hà Nội",Thôn 7,old,False,Hà Nội,Thành phố Hà Nội,01,01,Đan Phượng,Huyện Đan Phượng,273,273,Xã Trung Châu,Xã Trung Châu,09787,09787
165,"Thôn Minh Mỹ, Tỉnh Bắc, Sơn Tịnh, Quảng Ngãi.",Thôn Minh Mỹ,old,False,Quảng Ngãi,Tỉnh Quảng Ngãi,51,51,Sơn Tịnh,Huyện Sơn Tịnh,527,527,Xã Tịnh Bắc,Xã Tịnh Bắc,21205,21205
166,"P106b Tt Mai Động C27a, Mai Động, Hoàng Mai, Hà Nội",,old,False,Hà Nội,Thành phố Hà Nội,01,01,Hoàng Mai,Quận Hoàng Mai,008,008,Phường Mai Động,Phường Mai Động,00310,00310
167,"Đại Từ, Lam Điền, Chương Mỹ, Hà Nội",Đại Từ,old,False,Hà Nội,Thành phố Hà Nội,01,01,Chương Mỹ,Huyện Chương Mỹ,277,277,Xã Lam Điền,Xã Lam Điền,10063,10063
168,"Chánh Lộ, Thành phố Quảng Ngãi, Quảng Ngãi",,old,False,Quảng Ngãi,Tỉnh Quảng Ngãi,51,51,Quảng Ngãi,Thành phố Quảng Ngãi,522,522,Phường Chánh Lộ,Phường Chánh Lộ,21031,21031
169,"Thôn 1, Minh Tân, Thủy Nguyên, Hải Phòng",Thôn 1,old,False,Hải Phòng,Thành phố Hải Phòng,31,31,Kiến Thuỵ,Huyện Kiến Thuỵ,314,314,Xã Minh Tân,Xã Minh Tân,11725,11725
170,"Tổ 50 Cụm 8 Phú Thượng, Tây Hồ, Hà Nội",Tổ 50 Cụm 8,old,False,Hà Nội,Thành phố Hà Nội,01,01,Tây Hồ,Quận Tây Hồ,003,003,Phường Phú Thượng,Phường Phú Thượng,00091,00091
171,"Tổ 11 Thạch Bàn, Long Biên, Hà Nội",Tổ 11,old,False,Hà Nội,Thành phố Hà Nội,01,01,Long Biên,Quận Long Biên,004,004,Phường Thạch Bàn,Phường Thạch Bàn,00148,00148
172,"Chánh Lô, Thành phố Quảng Ngãi, Quảng Ngãi",,old,False,Quảng Ngãi,Tỉnh Quảng Ngãi,51,51,Quảng Ngãi,Thành phố Quảng Ngãi,522,522,Phường Chánh Lộ,Phường Chánh Lộ,21031,21031
173,"TDP Tân Bình, Thị trấn Xuân Mai, Chương Mỹ, Hà Nội",TDP Tân Bình,old,False,Hà Nội,Thành phố Hà Nội,01,01,Chương Mỹ,Huyện Chương Mỹ,277,277,Thị trấn Xuân Mai,Thị trấn Xuân Mai,10018,10018
174,"Xóm 5, Thôn Thọ Tây, Tỉnh Thọ, Sơn Tịnh, Quảng Ngãi",Xóm 5 Thôn Thọ Tây,old,False,Quảng Ngãi,Tỉnh Quảng Ngãi,51,51,Sơn Tịnh,Huyện Sơn Tịnh,527,527,Xã Tịnh Thọ,Xã Tịnh Thọ,21175,21175
175,"Thôn Hảo, Liêu Xá, Yên Mỹ, Hưng Yên",Thôn Hảo,old,False,Hưng Yên,Tỉnh Hưng Yên,33,33,Yên Mỹ,Huyện Yên Mỹ,327,327,Xã Liêu Xá,Xã Liêu Xá,12067,12067
176,"Ngọc Vân, Tân Yên, Bắc Giang",,old,False,Bắc Giang,Tỉnh Bắc Giang,24,24,Tân Yên,Huyện Tân Yên,216,216,Xã Ngọc Vân,Xã Ngọc Vân,07351,07351
177,"Thôn Nội Đình, Yên Sơn, Lục Nam, Bắc Giang",Thôn Nội Đình,old,False,Bắc Giang,Tỉnh Bắc Giang,24,24,Lục Nam,Huyện Lục Nam,218,218,Xã Yên Sơn,Xã Yên Sơn,07498,07498
178,"Ấp 12A, Khánh Bình Đông, Trần Văn Thời, Cà Mau",Ấp 12A,old,False,Cà Mau,Tỉnh Cà Mau,96,96,Trần Văn Thời,Huyện Trần Văn Thời,968,968,Xã Khánh Bình Đông,Xã Khánh Bình Đông,32116,32116
179,"Ấp 1 Hàng Vịnh, Năm Căn, Cà Mau",Ấp 1,old,False,Cà Mau,Tỉnh Cà Mau,96,96,Năm Căn,Huyện Năm Căn,971,971,Xã Hàng Vịnh,Xã Hàng Vịnh,32203,32203
180,"Thôn Đông Mai, Trung Nghĩa, Yên Phong, Bắc Ninh",Thôn Đông Mai,old,False,Bắc Ninh,Tỉnh Bắc Ninh,27,27,Yên Phong,Huyện Yên Phong,258,258,Xã Trung Nghĩa,Xã Trung Nghĩa,09223,09223
181,"Ấp 7 Khánh An, U Minh, Cà Mau",Ấp 7,old,False,Cà Mau,Tỉnh Cà Mau,96,96,U Minh,Huyện U Minh,966,966,Xã Khánh An,Xã Khánh An,32059,32059
182,"Thôn Mai Thượng Hương Mai, Việt Yên, Bắc Giang",Thôn Mai Thượng,old,False,Bắc Giang,Tỉnh Bắc Giang,24,24,Việt Yên,Thị xã Việt Yên,222,222,Xã Hương Mai,Xã Hương Mai,07771,07771
183,"Tổ 8B, KP Tân Tiến, Tân Xuân, Đồng Xoài, Bình Phước",Tổ 8B KP Tân Tiến,old,False,Bình Phước,Tỉnh Bình Phước,70,70,Đồng Xoài,Thành phố Đồng Xoài,689,689,Phường Tân Xuân,Phường Tân Xuân,25204,25204
184,"Xóm Đồng Cả Xuân Đài, Tân Sơn, Phú Thọ",Xóm Đồng Cả,old,False,Phú Thọ,Tỉnh Phú Thọ,25,25,Tân Sơn,Huyện Tân Sơn,240,240,Xã Xuân Đài,Xã Xuân Đài,08590,08590
185,"Thôn Nghĩa Xuyên, Trung Hòa, Yên Mỹ, Hưng Yên",Thôn Nghĩa Xuyên,old,False,Hưng Yên,Tỉnh Hưng Yên,33,33,Yên Mỹ,Huyện Yên Mỹ,327,327,Xã Trung Hoà,Xã Trung Hoà,12085,12085
186,"Tổ Dân Phố 1 TT. Đắk Mil, Đắk Mil, Đắk Nông",Tổ Dân Phố 1,old,False,Đắk Nông,Tỉnh Đắk Nông,67,67,Đắk Mil,Huyện Đắk Mil,663,663,Thị trấn Đắk Mil,Thị trấn Đắk Mil,24664,24664
187,"Thôn Sầm Khúc, Việt Hưng, Văn Lâm, Hưng Yên",Thôn Sầm Khúc,old,False,Hưng Yên,Tỉnh Hưng Yên,33,33,Văn Lâm,Huyện Văn Lâm,325,325,Xã Việt Hưng,Xã Việt Hưng,11998,11998
188,"Thôn 10 Ea Ning, Cư Kuin, Đắk Lắk",Thôn 10,old,False,Đắk Lắk,Tỉnh Đắk Lắk,66,66,Cư Kuin,Huyện Cư Kuin,657,657,Xã Ea Ning,Xã Ea Ning,24540,24540
189,"Ấp Bình Trung, Định Trung, Bình Đại, Bến Tre",Ấp Bình Trung,old,False,Bến Tre,Tỉnh Bến Tre,83,83,Bình Đại,Huyện Bình Đại,835,835,Xã Định Trung,Xã Định Trung,29080,29080
190,"Thôn 8, Nam Bình, Đắk Song, Đắk Nông",Thôn 8,old,False,Đắk Nông,Tỉnh Đắk Nông,67,67,Đắk Song,Huyện Đắk Song,665,665,Xã Nam Bình,Xã Nam Bình,24721,24721
191,"Tổ 15, Bằng Lũng, Chợ Đồn, Bắc Kạn",Tổ 15,old,False,Bắc Kạn,Tỉnh Bắc Kạn,06,06,Chợ Đồn,Huyện Chợ Đồn,064,064,Thị trấn Bằng Lũng,Thị trấn Bằng Lũng,02020,02020
192,"Thôn Ngọc Đà, Tân Quang, Văn Lâm, Hưng Yên",Thôn Ngọc Đà,old,False,Hưng Yên,Tỉnh Hưng Yên,33,33,Văn Lâm,Huyện Văn Lâm,325,325,Xã Tân Quang,Xã Tân Quang,12001,12001
193,"Thôn 10 Nam Bình, Đắk Song, Đắk Nông",Thôn 10,old,False,Đắk Nông,Tỉnh Đắk Nông,67,67,Đắk Song,Huyện Đắk Song,665,665,Xã Nam Bình,Xã Nam Bình,24721,24721
194,"Hưng Đạo Đông, Đông Quang, Đông Hưng, Thái Bình",Hưng Đạo Đông,old,False,Thái Bình,Tỉnh Thái Bình,34,34,Đông Hưng,Huyện Đông Hưng,340,340,Xã Đông Quang,Xã Đông Quang,12796,12796
195,"170/1, Khu phố 1 TT. Thạnh Phú, Thạnh Phú, Bến Tre",170/1 Khu phố 1,old,False,Bến Tre,Tỉnh Bến Tre,83,83,Thạnh Phú,Huyện Thạnh Phú,837,837,Thị trấn Thạnh Phú,Thị trấn Thạnh Phú,29182,29182
196,"Thôn 2, Xuân Hải, Thị xã Sông Cầu, Phú Yên",Thôn 2,old,False,Phú Yên,Tỉnh Phú Yên,54,54,Sông Cầu,Thị xã Sông Cầu,557,557,Xã Xuân Hải,Xã Xuân Hải,22054,22054
197,"Hoa Động, Thuỷ Nguyên, Hải Phòng",,old,False,Hải Phòng,Thành phố Hải Phòng,31,31,Thuỷ Nguyên,Thành phố Thuỷ Nguyên,311,311,Phường Hoa Động,Phường Hoa Động,11572,11572
198,"22/24 Trần Hưng Đạo, Hoàng Văn Thụ, Hồng Bàng, Hải Phòng",22/24 Trần Hưng Đạo,old,False,Hải Phòng,Thành phố Hải Phòng,31,31,Hồng Bàng,Quận Hồng Bàng,303,303,Phường Hoàng Văn Thụ,Phường Hoàng Văn Thụ,11320,11320
199,"Phú Khê 1, Hòa Xuân Đông, Thị xã Đông Hòa, Phú Yên",Phú Khê 1,old,False,Phú Yên,Tỉnh Phú Yên,54,54,Đông Hoà,Thị xã Đông Hoà,564,564,Xã Hoà Xuân Đông,Xã Hoà Xuân Đông,22291,22291
200,"Xóm Trung Song Diễn Thịnh, Diễn Châu, Nghệ An",Xóm Trung Song,old,False,Nghệ An,Tỉnh Nghệ An,40,40,Diễn Châu,Huyện Diễn Châu,425,425,Xã Diễn Thịnh,Xã Diễn Thịnh,17479,17479
201,"Khu Phố Vạn Lợi, Sầm Sơn, Thanh Hóa",Khu Phố Vạn Lợi,new,True,Thanh Hoá,Tỉnh Thanh Hoá,38,38,,,,,Sầm Sơn,Phường Sầm Sơn,16531,16531
202,"Tổ 22, K. Mỹ Phú, Mỹ Phú, Thành phố Cao Lãnh, Đồng Tháp",Tổ 22,old,False,Đồng Tháp,Tỉnh Đồng Tháp,87,87,Cao Lãnh,Thành phố Cao Lãnh,866,866,Phường Mỹ Phú,Phường Mỹ Phú,29888,29888
203,"Số 225A, Hưng Lợi Đông Long Hưng B, Lấp Vò, Đồng Tháp",Số 225A Hưng Lợi Đông Long Hưng B,old,False,Đồng Tháp,Tỉnh Đồng Tháp,87,87,Lấp Vò,Huyện Lấp Vò,875,875,Xã Long Hưng B,Xã Long Hưng B,30190,30190
204,"Thị trấn Cổ Lễ, Trực Ninh, Nam Định",,old,False,Nam Định,Tỉnh Nam Định,36,36,Trực Ninh,Huyện Trực Ninh,363,363,Thị trấn Cổ Lễ,Thị trấn Cổ Lễ,14026,14026
205,"Thôn Phù Quang, Hoằng Quang, TP. Thanh Hóa, Thanh Hóa",Thôn Phù Quang,old,False,Thanh Hoá,Tỉnh Thanh Hoá,38,38,Thanh Hoá,Thành phố Thanh Hoá,380,380,Phường Hoằng Quang,Phường Hoằng Quang,15925,15925
206,"Tổ 16, Khóm 2 Thị trấn Sa Rài, Tân Hồng, Đồng Tháp",Tổ 16 Khóm 2 Thị trấn Sa Rài,new,True,Đồng Tháp,Tỉnh Đồng Tháp,82,82,,,,,Tân Hồng,Xã Tân Hồng,29926,29926
207,"Thủy Hải, Thái Thụy, Thái Bình",,old,False,Thái Bình,Tỉnh Thái Bình,34,34,Thái Thuỵ,Huyện Thái Thuỵ,341,341,Xã Thuỵ Hải,Xã Thuỵ Hải,12880,12880
208,"Thôn Soi Cờ Gia Phú, Bảo Thắng, Lào Cai",Thôn Soi Cờ,old,False,Lào Cai,Tỉnh Lào Cai,15,15,Bảo Thắng,Huyện Bảo Thắng,086,086,Xã Gia Phú,Xã Gia Phú,02923,02923
209,"Thôn Văn Thủy, Võ Lao, Văn Bàn, Lào Cai",Thôn Văn Thủy,old,False,Lào Cai,Tỉnh Lào Cai,15,15,Văn Bàn,Huyện Văn Bàn,089,089,Xã Võ Lao,Xã Võ Lao,03061,03061
210,"Tổ 6, TT Bát Xát, Bát Xát, Lào Cai",Tổ 6,old,False,Lào Cai,Tỉnh Lào Cai,10,10,Bát Xát,Huyện Bát Xát,082,082,Thị trấn Bát Xát,Thị trấn Bát Xát,02683,02683
